timestamp,open,high,low,close,volume
2023-11-01 06:00:00,151.241,151.328,151.215,151.32,3252
2023-11-01 07:00:00,151.321,151.366,151.293,151.309,2437
2023-11-01 08:00:00,151.308,151.31,151.241,151.249,2259
2023-11-01 09:00:00,151.249,151.392,151.201,151.376,3435
2023-11-01 10:00:00,151.375,151.375,151.207,151.215,3909
2023-11-01 11:00:00,151.216,151.292,151.207,151.219,2649
2023-11-01 12:00:00,151.217,151.239,151.136,151.195,2957
2023-11-01 13:00:00,151.195,151.24,151.148,151.228,2963
2023-11-01 14:00:00,151.229,151.239,151.082,151.178,8701
2023-11-01 15:00:00,151.179,151.375,151.139,151.268,4551
2023-11-01 16:00:00,151.251,151.254,150.812,151.05,10779
2023-11-01 17:00:00,151.049,151.151,150.961,150.962,5034
2023-11-01 18:00:00,150.966,151.123,150.946,151.069,2420
2023-11-01 19:00:00,151.068,151.181,151.047,151.1,2789
2023-11-01 20:00:00,151.098,151.238,150.856,150.991,16409
2023-11-01 21:00:00,150.992,151.014,150.659,150.863,5801
2023-11-01 22:00:00,150.865,150.963,150.851,150.925,2029
2023-11-01 23:00:00,150.95,150.95,150.807,150.902,785
2023-11-02 00:00:00,150.889,150.924,150.604,150.648,892
2023-11-02 01:00:00,150.651,150.675,150.562,150.565,1650
2023-11-02 02:00:00,150.567,150.588,150.327,150.342,4865
2023-11-02 03:00:00,150.344,150.41,150.262,150.299,4045
2023-11-02 04:00:00,150.308,150.319,150.146,150.263,3092
2023-11-02 05:00:00,150.268,150.391,150.23,150.348,1866
2023-11-02 06:00:00,150.347,150.462,150.321,150.432,3157
2023-11-02 07:00:00,150.433,150.469,150.379,150.462,2487
2023-11-02 08:00:00,150.462,150.466,150.35,150.389,2757
2023-11-02 09:00:00,150.389,150.577,150.165,150.385,4430
2023-11-02 10:00:00,150.38,150.576,150.353,150.402,3773
2023-11-02 11:00:00,150.403,150.426,150.224,150.293,2980
2023-11-02 12:00:00,150.293,150.401,150.284,150.358,2074
2023-11-02 13:00:00,150.354,150.378,150.293,150.363,2992
2023-11-02 14:00:00,150.363,150.394,149.95,149.981,9213
2023-11-02 15:00:00,149.981,150.323,149.842,150.225,7016
2023-11-02 16:00:00,150.222,150.41,150.221,150.285,5768
2023-11-02 17:00:00,150.285,150.491,150.273,150.479,3942
2023-11-02 18:00:00,150.479,150.542,150.431,150.526,2759
2023-11-02 19:00:00,150.526,150.536,150.372,150.407,2023
2023-11-02 20:00:00,150.407,150.476,150.373,150.414,1414
2023-11-02 21:00:00,150.413,150.518,150.398,150.455,1030
2023-11-02 22:00:00,150.458,150.53,150.432,150.432,870
2023-11-02 23:00:00,150.378,150.471,150.378,150.435,1038
2023-11-03 00:00:00,150.435,150.484,150.417,150.472,685
2023-11-03 01:00:00,150.472,150.513,150.447,150.489,602
2023-11-03 02:00:00,150.489,150.495,150.31,150.392,2190
2023-11-03 03:00:00,150.392,150.464,150.391,150.434,1791
2023-11-03 04:00:00,150.434,150.436,150.347,150.372,2305
2023-11-03 05:00:00,150.372,150.381,150.31,150.343,1047
2023-11-03 06:00:00,150.337,150.337,150.269,150.279,1628
2023-11-03 07:00:00,150.279,150.338,150.244,150.256,1578
2023-11-03 08:00:00,150.257,150.301,150.246,150.301,1483
2023-11-03 09:00:00,150.301,150.34,150.232,150.338,3201
2023-11-03 10:00:00,150.339,150.415,150.32,150.399,3023
2023-11-03 11:00:00,150.397,150.422,150.277,150.301,2678
2023-11-03 12:00:00,150.301,150.314,150.202,150.22,2685
2023-11-03 13:00:00,150.222,150.222,150.147,150.178,3087
2023-11-03 14:00:00,150.178,150.222,149.281,149.4,14975
2023-11-03 15:00:00,149.401,149.526,149.2,149.394,12579
2023-11-03 16:00:00,149.369,149.755,149.187,149.478,9922
2023-11-03 17:00:00,149.479,149.513,149.313,149.364,6064
2023-11-03 18:00:00,149.365,149.452,149.25,149.33,4411
2023-11-03 19:00:00,149.329,149.416,149.243,149.355,2685
2023-11-03 20:00:00,149.355,149.383,149.298,149.31,2257
2023-11-03 21:00:00,149.31,149.467,149.309,149.466,1136
2023-11-03 22:00:00,149.466,149.474,149.321,149.352,853
2023-11-06 00:00:00,149.302,149.376,149.299,149.353,678
2023-11-06 01:00:00,149.354,149.475,149.345,149.449,970
2023-11-06 02:00:00,149.446,149.637,149.435,149.527,2511
2023-11-06 03:00:00,149.528,149.647,149.498,149.533,2698
2023-11-06 04:00:00,149.533,149.665,149.495,149.665,2137
2023-11-06 05:00:00,149.664,149.671,149.566,149.571,1907
2023-11-06 06:00:00,149.571,149.657,149.497,149.545,2781
2023-11-06 07:00:00,149.546,149.561,149.475,149.541,2856
2023-11-06 08:00:00,149.542,149.598,149.463,149.543,3472
2023-11-06 09:00:00,149.542,149.732,149.51,149.724,4060
2023-11-06 10:00:00,149.724,149.729,149.374,149.487,5108
2023-11-06 11:00:00,149.484,149.687,149.387,149.673,2318
2023-11-06 12:00:00,149.674,149.674,149.609,149.641,1478
2023-11-06 13:00:00,149.641,149.652,149.554,149.62,1284
2023-11-06 14:00:00,149.623,149.799,149.598,149.772,1533
2023-11-06 15:00:00,149.768,149.835,149.742,149.806,2377
2023-11-06 16:00:00,149.806,149.828,149.677,149.735,2230
2023-11-06 17:00:00,149.735,149.798,149.71,149.727,2159
2023-11-06 18:00:00,149.727,149.829,149.676,149.774,1409
2023-11-06 19:00:00,149.775,149.857,149.741,149.85,907
2023-11-06 20:00:00,149.85,149.889,149.837,149.846,779
2023-11-06 21:00:00,149.842,149.976,149.819,149.972,1154
2023-11-06 22:00:00,149.974,149.994,149.96,149.99,736
2023-11-06 23:00:00,149.992,150.074,149.988,150.068,597
2023-11-07 00:00:00,150.069,150.069,149.862,149.95,640
2023-11-07 01:00:00,149.95,150.019,149.927,149.981,726
2023-11-07 02:00:00,149.974,150.061,149.958,150.029,1579
2023-11-07 03:00:00,150.029,150.149,150.029,150.084,1085
2023-11-07 04:00:00,150.095,150.13,150.066,150.105,616
2023-11-07 05:00:00,150.105,150.221,150.082,150.192,1157
2023-11-07 06:00:00,150.193,150.279,150.193,150.27,690
2023-11-07 07:00:00,150.269,150.312,150.253,150.284,735
2023-11-07 08:00:00,150.283,150.396,150.268,150.389,1052
2023-11-07 09:00:00,150.39,150.489,150.365,150.482,1293
2023-11-07 10:00:00,150.482,150.491,150.244,150.326,2481
2023-11-07 11:00:00,150.326,150.43,150.29,150.425,1892
2023-11-07 12:00:00,150.428,150.45,150.292,150.34,1637
2023-11-07 13:00:00,150.339,150.448,150.313,150.402,1942
2023-11-07 14:00:00,150.402,150.586,150.379,150.547,2387
2023-11-07 15:00:00,150.548,150.642,150.447,150.575,2739
2023-11-07 16:00:00,150.575,150.689,150.537,150.604,3277
2023-11-07 17:00:00,150.604,150.64,150.468,150.494,2295
2023-11-07 18:00:00,150.495,150.53,150.446,150.473,2177
2023-11-07 19:00:00,150.473,150.617,150.472,150.547,1210
2023-11-07 20:00:00,150.545,150.559,150.347,150.351,1697
2023-11-07 21:00:00,150.349,150.443,150.31,150.438,1502
2023-11-07 22:00:00,150.437,150.475,150.398,150.44,852
2023-11-07 23:00:00,150.441,150.454,150.315,150.322,532
2023-11-08 00:00:00,150.294,150.418,150.288,150.329,1034
2023-11-08 01:00:00,150.326,150.39,150.326,150.389,666
2023-11-08 02:00:00,150.389,150.612,150.347,150.555,1967
2023-11-08 03:00:00,150.556,150.593,150.46,150.547,1485
2023-11-08 04:00:00,150.544,150.544,150.428,150.485,990
2023-11-08 05:00:00,150.485,150.516,150.436,150.493,770
2023-11-08 06:00:00,150.493,150.529,150.458,150.511,627
2023-11-08 07:00:00,150.513,150.641,150.508,150.639,864
2023-11-08 08:00:00,150.638,150.705,150.634,150.681,1197
2023-11-08 09:00:00,150.681,150.753,150.649,150.676,1631
2023-11-08 10:00:00,150.678,150.722,150.596,150.705,2544
2023-11-08 11:00:00,150.706,150.776,150.696,150.75,1677
2023-11-08 12:00:00,150.752,150.791,150.725,150.775,1158
2023-11-08 13:00:00,150.776,150.783,150.696,150.739,1173
2023-11-08 14:00:00,150.739,150.897,150.726,150.886,1626
2023-11-08 15:00:00,150.886,150.982,150.832,150.903,2421
2023-11-08 16:00:00,150.903,150.914,150.806,150.84,3018
2023-11-08 17:00:00,150.842,150.948,150.795,150.848,2673
2023-11-08 18:00:00,150.848,150.855,150.727,150.768,2086
2023-11-08 19:00:00,150.769,150.925,150.767,150.907,1302
2023-11-08 20:00:00,150.907,150.972,150.829,150.95,2253
2023-11-08 21:00:00,150.95,151.049,150.95,151.028,848
2023-11-08 22:00:00,151.03,151.053,150.975,150.991,1171
2023-11-08 23:00:00,150.992,151.019,150.957,150.96,990
2023-11-09 00:00:00,150.972,150.973,150.831,150.872,792
2023-11-09 01:00:00,150.867,150.916,150.845,150.848,889
2023-11-09 02:00:00,150.848,150.978,150.837,150.937,1429
2023-11-09 03:00:00,150.936,150.996,150.822,150.884,1488
2023-11-09 04:00:00,150.885,150.938,150.839,150.934,939
2023-11-09 05:00:00,150.934,150.945,150.892,150.937,732
2023-11-09 06:00:00,150.936,150.939,150.895,150.928,628
2023-11-09 07:00:00,150.929,151.033,150.922,151.031,771
2023-11-09 08:00:00,151.031,151.089,150.766,150.844,1990
2023-11-09 09:00:00,150.844,150.926,150.77,150.912,1765
2023-11-09 10:00:00,150.912,151.051,150.876,151.014,2907
2023-11-09 11:00:00,151.014,151.058,150.996,151.035,1465
2023-11-09 12:00:00,151.034,151.172,151.015,151.12,1549
2023-11-09 13:00:00,151.12,151.181,151.103,151.136,846
2023-11-09 14:00:00,151.138,151.161,151.065,151.106,1641
2023-11-09 15:00:00,151.104,151.161,150.925,150.966,3658
2023-11-09 16:00:00,150.966,151.018,150.831,150.849,3566
2023-11-09 17:00:00,150.85,150.972,150.842,150.946,2555
2023-11-09 18:00:00,150.946,151.058,150.932,151.041,1475
2023-11-09 19:00:00,151.041,151.095,150.979,151.075,1121
2023-11-09 20:00:00,151.075,151.265,151.053,151.151,4710
2023-11-09 21:00:00,151.15,151.384,151.128,151.321,5010
2023-11-09 22:00:00,151.321,151.376,151.263,151.367,1400
2023-11-09 23:00:00,151.367,151.374,151.332,151.342,791
2023-11-10 00:00:00,151.331,151.336,151.245,151.278,509
2023-11-10 01:00:00,151.278,151.359,151.276,151.342,967
2023-11-10 02:00:00,151.342,151.373,151.274,151.321,1608
2023-11-10 03:00:00,151.321,151.346,151.234,151.237,1331
2023-11-10 04:00:00,151.237,151.292,151.219,151.265,949
2023-11-10 05:00:00,151.265,151.327,151.243,151.324,477
2023-11-10 06:00:00,151.325,151.36,151.283,151.35,793
2023-11-10 07:00:00,151.351,151.403,151.345,151.389,767
2023-11-10 08:00:00,151.39,151.4,151.349,151.376,798
2023-11-10 09:00:00,151.377,151.45,151.323,151.37,1674
2023-11-10 10:00:00,151.371,151.407,151.324,151.402,1773
2023-11-10 11:00:00,151.402,151.451,151.376,151.443,1289
2023-11-10 12:00:00,151.443,151.481,151.39,151.402,1187
2023-11-10 13:00:00,151.403,151.486,151.393,151.473,1311
2023-11-10 14:00:00,151.473,151.478,151.38,151.397,3344
2023-11-10 15:00:00,151.396,151.449,151.319,151.356,3979
2023-11-10 16:00:00,151.356,151.491,151.35,151.487,5021
2023-11-10 17:00:00,151.487,151.549,151.42,151.473,8137
2023-11-10 18:00:00,151.472,151.561,151.446,151.547,3527
2023-11-10 19:00:00,151.547,151.585,151.516,151.555,1646
2023-11-10 20:00:00,151.555,151.598,151.542,151.558,1233
2023-11-10 21:00:00,151.557,151.591,151.51,151.584,948
2023-11-10 22:00:00,151.586,151.595,151.523,151.527,768
2023-11-10 23:00:00,151.527,151.552,151.473,151.521,831
2023-11-13 00:00:00,151.417,151.491,151.405,151.444,618
2023-11-13 01:00:00,151.449,151.507,151.439,151.456,838
2023-11-13 02:00:00,151.459,151.645,151.441,151.609,2833
2023-11-13 03:00:00,151.609,151.658,151.554,151.561,1813
2023-11-13 04:00:00,151.561,151.677,151.549,151.675,1372
2023-11-13 05:00:00,151.675,151.696,151.626,151.666,896
2023-11-13 06:00:00,151.666,151.774,151.66,151.76,2005
2023-11-13 07:00:00,151.761,151.79,151.739,151.771,1615
2023-11-13 08:00:00,151.771,151.799,151.723,151.744,1799
2023-11-13 09:00:00,151.745,151.757,151.669,151.742,2403
2023-11-13 10:00:00,151.742,151.853,151.722,151.805,4295
2023-11-13 11:00:00,151.804,151.812,151.679,151.767,3328
2023-11-13 12:00:00,151.768,151.771,151.691,151.702,1978
2023-11-13 13:00:00,151.702,151.745,151.7,151.726,1475
2023-11-13 14:00:00,151.726,151.799,151.724,151.79,2359
2023-11-13 15:00:00,151.789,151.837,151.721,151.804,4237
2023-11-13 16:00:00,151.803,151.906,151.791,151.88,2739
2023-11-13 17:00:00,151.881,151.882,151.198,151.684,10552
2023-11-13 18:00:00,151.685,151.687,151.494,151.566,2384
2023-11-13 19:00:00,151.566,151.633,151.517,151.633,971
2023-11-13 20:00:00,151.632,151.678,151.596,151.618,943
2023-11-13 21:00:00,151.618,151.634,151.586,151.596,996
2023-11-13 22:00:00,151.596,151.658,151.59,151.639,852
2023-11-13 23:00:00,151.639,151.724,151.634,151.715,968
2023-11-14 00:00:00,151.718,151.721,151.582,151.667,1223
2023-11-14 01:00:00,151.667,151.668,151.616,151.643,1335
2023-11-14 02:00:00,151.643,151.782,151.609,151.712,2685
2023-11-14 03:00:00,151.712,151.764,151.697,151.728,897
2023-11-14 04:00:00,151.728,151.755,151.692,151.713,573
2023-11-14 05:00:00,151.713,151.741,151.683,151.697,751
2023-11-14 06:00:00,151.697,151.698,151.645,151.674,927
2023-11-14 07:00:00,151.676,151.729,151.675,151.707,1470
2023-11-14 08:00:00,151.705,151.719,151.669,151.693,1396
2023-11-14 09:00:00,151.692,151.696,151.571,151.628,1890
2023-11-14 10:00:00,151.629,151.723,151.618,151.716,2859
2023-11-14 11:00:00,151.716,151.73,151.601,151.701,2466
2023-11-14 12:00:00,151.7,151.723,151.663,151.709,3320
2023-11-14 13:00:00,151.711,151.741,151.69,151.731,1172
2023-11-14 14:00:00,151.729,151.742,151.669,151.69,1882
2023-11-14 15:00:00,151.689,151.75,150.796,150.994,14788
2023-11-14 16:00:00,150.996,151.0,150.745,150.783,16273
2023-11-14 17:00:00,150.783,150.892,150.679,150.816,8876
2023-11-14 18:00:00,150.815,150.863,150.715,150.748,4947
2023-11-14 19:00:00,150.748,150.791,150.588,150.6,2887
2023-11-14 20:00:00,150.6,150.608,150.481,150.531,2563
2023-11-14 21:00:00,150.531,150.558,150.343,150.346,1509
2023-11-14 22:00:00,150.346,150.356,150.15,150.236,1752
2023-11-14 23:00:00,150.239,150.389,150.239,150.376,1990
2023-11-15 00:00:00,150.369,150.472,150.258,150.446,2100
2023-11-15 01:00:00,150.448,150.489,150.324,150.476,2334
2023-11-15 02:00:00,150.475,150.788,150.438,150.614,3518
2023-11-15 03:00:00,150.615,150.639,150.469,150.566,2983
2023-11-15 04:00:00,150.566,150.686,150.528,150.656,1680
2023-11-15 05:00:00,150.656,150.662,150.523,150.573,2035
2023-11-15 06:00:00,150.572,150.584,150.508,150.56,1685
2023-11-15 07:00:00,150.56,150.693,150.56,150.657,1554
2023-11-15 08:00:00,150.657,150.708,150.582,150.636,2011
2023-11-15 09:00:00,150.636,150.753,150.568,150.688,4768
2023-11-15 10:00:00,150.688,150.699,150.459,150.484,4660
2023-11-15 11:00:00,150.485,150.534,150.329,150.395,5219
2023-11-15 12:00:00,150.395,150.481,150.358,150.454,2954
2023-11-15 13:00:00,150.451,150.451,150.251,150.274,2996
2023-11-15 14:00:00,150.272,150.477,150.265,150.388,3216
2023-11-15 15:00:00,150.388,150.882,150.048,150.777,12808
2023-11-15 16:00:00,150.776,151.239,150.75,151.152,10813
2023-11-15 17:00:00,151.154,151.22,150.886,150.901,7958
2023-11-15 18:00:00,150.901,151.088,150.858,151.071,6269
2023-11-15 19:00:00,151.071,151.173,151.057,151.156,1605
2023-11-15 20:00:00,151.157,151.391,151.143,151.377,2050
2023-11-15 21:00:00,151.378,151.4,151.329,151.377,1187
2023-11-15 22:00:00,151.376,151.408,151.322,151.408,1049
2023-11-15 23:00:00,151.409,151.418,151.355,151.362,1163
2023-11-16 00:00:00,151.21,151.382,151.195,151.252,738
2023-11-16 01:00:00,151.253,151.298,151.2,151.204,1113
2023-11-16 02:00:00,151.204,151.277,151.203,151.235,1784
2023-11-16 03:00:00,151.235,151.252,151.114,151.196,1841
2023-11-16 04:00:00,151.196,151.316,151.163,151.284,1228
2023-11-16 05:00:00,151.284,151.304,151.229,151.254,635
2023-11-16 06:00:00,151.251,151.323,151.243,151.25,1131
2023-11-16 07:00:00,151.251,151.353,151.251,151.304,1979
2023-11-16 08:00:00,151.308,151.363,151.3,151.336,2680
2023-11-16 09:00:00,151.336,151.425,151.329,151.369,2212
2023-11-16 10:00:00,151.371,151.427,151.285,151.31,2057
2023-11-16 11:00:00,151.309,151.326,151.139,151.274,1984
2023-11-16 12:00:00,151.274,151.31,151.193,151.205,1495
2023-11-16 13:00:00,151.205,151.231,151.156,151.219,1201
2023-11-16 14:00:00,151.221,151.296,151.216,151.259,1410
2023-11-16 15:00:00,151.259,151.267,150.647,150.652,6530
2023-11-16 16:00:00,150.649,150.914,150.601,150.613,5547
2023-11-16 17:00:00,150.613,150.617,150.283,150.404,5282
2023-11-16 18:00:00,150.405,150.609,150.297,150.589,3240
2023-11-16 19:00:00,150.59,150.653,150.494,150.507,1615
2023-11-16 20:00:00,150.506,150.523,150.42,150.513,1320
2023-11-16 21:00:00,150.514,150.627,150.509,150.608,912
2023-11-16 22:00:00,150.607,150.738,150.575,150.733,958
2023-11-16 23:00:00,150.733,150.768,150.71,150.711,662
2023-11-17 00:00:00,150.716,150.723,150.465,150.686,537
2023-11-17 01:00:00,150.679,150.734,150.654,150.7,616
2023-11-17 02:00:00,150.7,150.77,150.552,150.568,1807
2023-11-17 03:00:00,150.567,150.683,150.499,150.619,1930
2023-11-17 04:00:00,150.619,150.625,150.419,150.46,1300
2023-11-17 05:00:00,150.459,150.596,150.44,150.55,872
2023-11-17 06:00:00,150.551,150.583,150.499,150.571,638
2023-11-17 07:00:00,150.572,150.661,150.555,150.632,1055
2023-11-17 08:00:00,150.633,150.652,150.559,150.644,966
2023-11-17 09:00:00,150.645,150.691,150.433,150.441,2052
2023-11-17 10:00:00,150.44,150.451,149.75,149.779,5666
2023-11-17 11:00:00,149.78,149.835,149.512,149.613,5935
2023-11-17 12:00:00,149.613,149.641,149.242,149.268,4378
2023-11-17 13:00:00,149.269,149.599,149.225,149.503,3521
2023-11-17 14:00:00,149.503,149.557,149.198,149.366,3028
2023-11-17 15:00:00,149.366,149.73,149.192,149.631,6621
2023-11-17 16:00:00,149.632,149.788,149.48,149.6,6050
2023-11-17 17:00:00,149.6,149.688,149.556,149.556,3853
2023-11-17 18:00:00,149.556,149.871,149.527,149.818,3103
2023-11-17 19:00:00,149.818,149.821,149.693,149.696,1458
2023-11-17 20:00:00,149.695,149.747,149.594,149.607,1236
2023-11-17 21:00:00,149.605,149.696,149.582,149.641,870
2023-11-17 22:00:00,149.642,149.688,149.638,149.684,960
2023-11-17 23:00:00,149.684,149.71,149.559,149.576,632
2023-11-20 00:00:00,149.503,149.734,149.428,149.626,605
2023-11-20 01:00:00,149.625,149.959,149.625,149.955,1154
2023-11-20 02:00:00,149.956,149.986,149.775,149.811,2791
2023-11-20 03:00:00,149.81,149.81,149.378,149.511,3897
2023-11-20 04:00:00,149.512,149.564,148.894,149.012,4825
2023-11-20 05:00:00,149.011,149.141,148.85,148.904,3871
2023-11-20 06:00:00,148.903,148.974,148.684,148.951,3707
2023-11-20 07:00:00,148.949,149.122,148.938,149.081,2430
2023-11-20 08:00:00,149.081,149.207,149.029,149.145,2146
2023-11-20 09:00:00,149.143,149.207,148.816,148.904,4029
2023-11-20 10:00:00,148.904,148.967,148.646,148.682,5392
2023-11-20 11:00:00,148.682,148.722,148.195,148.203,5747
2023-11-20 12:00:00,148.202,148.446,148.195,148.321,2882
2023-11-20 13:00:00,148.322,148.336,148.1,148.204,2819
2023-11-20 14:00:00,148.204,148.446,148.187,148.309,3101
2023-11-20 15:00:00,148.307,148.551,148.265,148.508,4341
2023-11-20 16:00:00,148.508,148.686,148.378,148.417,4446
2023-11-20 17:00:00,148.417,148.538,148.255,148.367,3118
2023-11-20 18:00:00,148.367,148.42,148.255,148.261,2550
2023-11-20 19:00:00,148.262,148.382,148.184,148.35,1733
2023-11-20 20:00:00,148.35,148.377,148.136,148.374,3185
2023-11-20 21:00:00,148.372,148.385,148.304,148.314,1244
2023-11-20 22:00:00,148.314,148.355,148.291,148.33,1080
2023-11-20 23:00:00,148.33,148.448,148.33,148.339,841
2023-11-21 00:00:00,148.348,148.382,148.271,148.313,340
2023-11-21 01:00:00,148.309,148.379,148.211,148.379,802
2023-11-21 02:00:00,148.378,148.414,148.053,148.066,3072
2023-11-21 03:00:00,148.067,148.229,147.864,148.014,5948
2023-11-21 04:00:00,148.016,148.089,147.638,147.723,4660
2023-11-21 05:00:00,147.723,147.8,147.344,147.377,3581
2023-11-21 06:00:00,147.376,147.487,147.246,147.433,2847
2023-11-21 07:00:00,147.433,147.822,147.375,147.782,3824
2023-11-21 08:00:00,147.78,147.83,147.607,147.673,2026
2023-11-21 09:00:00,147.674,147.688,147.319,147.515,4846
2023-11-21 10:00:00,147.514,147.567,147.15,147.446,6362
2023-11-21 11:00:00,147.446,147.787,147.414,147.77,3471
2023-11-21 12:00:00,147.77,147.797,147.499,147.574,2102
2023-11-21 13:00:00,147.578,147.74,147.548,147.715,1791
2023-11-21 14:00:00,147.718,147.72,147.542,147.576,2691
2023-11-21 15:00:00,147.575,147.739,147.35,147.619,6058
2023-11-21 16:00:00,147.62,147.676,147.45,147.539,5861
2023-11-21 17:00:00,147.538,147.806,147.434,147.79,5305
2023-11-21 18:00:00,147.79,147.934,147.731,147.88,3533
2023-11-21 19:00:00,147.88,147.985,147.868,147.957,2105
2023-11-21 20:00:00,147.958,148.393,147.954,148.35,2752
2023-11-21 21:00:00,148.351,148.591,148.235,148.313,3809
2023-11-21 22:00:00,148.312,148.426,148.269,148.387,1579
2023-11-21 23:00:00,148.385,148.411,148.332,148.385,806
2023-11-22 00:00:00,148.289,148.389,148.23,148.233,322
2023-11-22 01:00:00,148.231,148.259,148.014,148.145,1665
2023-11-22 02:00:00,148.143,148.296,148.078,148.232,3609
2023-11-22 03:00:00,148.232,148.354,148.017,148.296,4052
2023-11-22 04:00:00,148.296,148.33,148.131,148.234,2139
2023-11-22 05:00:00,148.234,148.278,148.094,148.209,1457
2023-11-22 06:00:00,148.21,148.386,148.201,148.373,1052
2023-11-22 07:00:00,148.373,148.8,148.368,148.753,2715
2023-11-22 08:00:00,148.755,149.051,148.735,148.93,3413
2023-11-22 09:00:00,148.93,148.972,148.814,148.958,3480
2023-11-22 10:00:00,148.959,149.349,148.845,149.315,4291
2023-11-22 11:00:00,149.32,149.321,148.95,149.102,3618
2023-11-22 12:00:00,149.104,149.153,148.891,148.897,2800
2023-11-22 13:00:00,148.9,148.911,148.7,148.764,3011
2023-11-22 14:00:00,148.764,148.84,148.588,148.733,3818
2023-11-22 15:00:00,148.735,149.235,148.604,149.233,8006
2023-11-22 16:00:00,149.232,149.464,149.196,149.355,6337
2023-11-22 17:00:00,149.355,149.746,149.344,149.679,7441
2023-11-22 18:00:00,149.679,149.744,149.544,149.676,2615
2023-11-22 19:00:00,149.676,149.703,149.546,149.612,1239
2023-11-22 20:00:00,149.617,149.695,149.575,149.667,904
2023-11-22 21:00:00,149.667,149.667,149.568,149.576,697
2023-11-22 22:00:00,149.575,149.616,149.561,149.596,506
2023-11-22 23:00:00,149.596,149.611,149.511,149.52,522
2023-11-23 00:00:00,149.499,149.544,149.477,149.496,310
2023-11-23 01:00:00,149.496,149.524,149.452,149.46,453
2023-11-23 02:00:00,149.455,149.455,149.23,149.256,899
2023-11-23 03:00:00,149.257,149.316,149.161,149.175,1291
2023-11-23 04:00:00,149.175,149.176,149.028,149.121,1299
2023-11-23 05:00:00,149.121,149.249,149.091,149.124,790
2023-11-23 06:00:00,149.122,149.186,149.101,149.159,582
2023-11-23 07:00:00,149.165,149.195,148.949,148.986,801
2023-11-23 08:00:00,148.986,149.06,148.887,149.048,1106
2023-11-23 09:00:00,149.049,149.182,148.995,149.144,1250
2023-11-23 10:00:00,149.144,149.239,149.044,149.121,1893
2023-11-23 11:00:00,149.12,149.337,149.113,149.235,1672
2023-11-23 12:00:00,149.235,149.331,149.166,149.229,823
2023-11-23 13:00:00,149.226,149.262,149.165,149.243,716
2023-11-23 14:00:00,149.241,149.465,149.234,149.437,865
2023-11-23 15:00:00,149.436,149.572,149.433,149.469,1245
2023-11-23 16:00:00,149.471,149.595,149.448,149.574,1200
2023-11-23 17:00:00,149.574,149.685,149.483,149.495,1208
2023-11-23 18:00:00,149.495,149.63,149.49,149.585,757
2023-11-23 19:00:00,149.584,149.639,149.546,149.618,452
2023-11-23 20:00:00,149.619,149.619,149.581,149.586,273
2023-11-23 21:00:00,149.585,149.591,149.541,149.565,374
2023-11-23 22:00:00,149.565,149.6,149.525,149.565,1189
2023-11-23 23:00:00,149.568,149.57,149.528,149.547,404
2023-11-24 00:00:00,149.525,149.564,149.451,149.466,276
2023-11-24 01:00:00,149.466,149.637,149.465,149.636,688
2023-11-24 02:00:00,149.635,149.708,149.408,149.488,1689
2023-11-24 03:00:00,149.487,149.641,149.455,149.519,1588
2023-11-24 04:00:00,149.515,149.558,149.496,149.518,801
2023-11-24 05:00:00,149.518,149.589,149.493,149.5,695
